Frequency (Hz)	Level (dB)
456.054688	-76.012260
457.031250	-76.021057
458.007812	-76.481018
458.984375	-76.075356
459.960938	-75.509346
460.937500	-75.149605
461.914062	-75.528625
462.890625	-75.283813
463.867188	-75.510582
464.843750	-75.622742
465.820312	-75.157349
466.796875	-74.427689
467.773438	-74.284332
468.750000	-74.719444
469.726562	-73.972130
470.703125	-74.382202
471.679688	-75.089211
472.656250	-74.429230
473.632812	-74.903137
474.609375	-74.727867
475.585938	-74.743080
476.562500	-74.049919
477.539062	-73.999832
478.515625	-74.203667
479.492188	-74.611382
480.468750	-73.733955
481.445312	-73.369949
482.421875	-73.739136
483.398438	-73.042923
484.375000	-73.223549
485.351562	-73.289116
486.328125	-72.952225
487.304688	-72.696548
488.281250	-73.203491
489.257812	-71.265907
490.234375	-71.223495
491.210938	-72.697426
492.187500	-72.697380
493.164062	-70.674545
494.140625	-70.549828
495.117188	-71.210472
496.093750	-71.273804
497.070312	-71.642586
498.046875	-71.145180
499.023438	-71.052460
500.000000	-71.779099
500.976562	-70.019699
501.953125	-69.057106
502.929688	-69.929680
503.906250	-69.738609
504.882812	-69.655807
505.859375	-69.335014
506.835938	-68.038811
507.812500	-67.970680
508.789062	-68.904518
509.765625	-68.455276
510.742188	-67.433159
511.718750	-67.363388
512.695312	-67.484299
513.671875	-67.609123
514.648438	-67.020714
515.625000	-66.016975
516.601562	-65.891884
517.578125	-66.486786
518.554688	-65.831871
519.531250	-65.581291
520.507812	-65.629021
521.484375	-65.339386
522.460938	-65.469971
523.437500	-65.404205
524.414062	-64.813766
525.390625	-65.205475
526.367188	-65.432053
527.343750	-64.933044
528.320312	-64.352188
529.296875	-64.030373
530.273438	-64.072762
531.250000	-63.770325
532.226562	-63.237907
533.203125	-62.739189
534.179688	-63.274796
535.156250	-63.882980
536.132812	-63.612988
537.109375	-63.990845
538.085938	-64.331131
539.062500	-64.399940
540.039062	-64.609795
541.015625	-64.980537
541.992188	-64.230820
542.968750	-64.590240
543.945312	-65.477791
544.921875	-65.729126
545.898438	-66.639977
546.875000	-67.059830
547.851562	-65.927444
548.828125	-66.504486
549.804688	-67.119186
550.781250	-67.643677
551.757812	-67.751961
552.734375	-67.239006
553.710938	-67.392937
554.687500	-67.072350
555.664062	-67.857697
556.640625	-68.421410
557.617188	-68.717430
558.593750	-68.209045
559.570312	-68.934227
560.546875	-69.988625
561.523438	-70.117668
562.500000	-69.617699
563.476562	-69.198181
564.453125	-69.418907
565.429688	-70.579414
566.406250	-71.495529
567.382812	-71.017906
568.359375	-70.837173
569.335938	-71.129875
570.312500	-70.892509
571.289062	-71.319366
572.265625	-71.560051
573.242188	-71.465019
574.218750	-73.284180
575.195312	-72.588005
576.171875	-71.859230
577.148438	-72.294182
578.125000	-72.477753
579.101562	-73.189690
580.078125	-73.104218
581.054688	-72.914566
582.031250	-73.002571
583.007812	-72.743546
583.984375	-73.266815
584.960938	-74.003464
585.937500	-73.370354
586.914062	-73.113342
587.890625	-73.332710
588.867188	-73.596893
589.843750	-73.559799
590.820312	-73.694534
591.796875	-74.694214
592.773438	-73.488853
593.750000	-73.899681
594.726562	-74.940643
595.703125	-74.678246
596.679688	-73.961304
597.656250	-74.353302
598.632812	-74.402161
599.609375	-74.181908
600.585938	-74.819626
601.562500	-74.472092
602.539062	-75.177238
603.515625	-75.656410
604.492188	-75.330833
605.468750	-74.949928
606.445312	-74.917336
607.421875	-74.975334
608.398438	-75.873642
609.375000	-75.849442
610.351562	-75.123093
611.328125	-75.467278
612.304688	-75.541069
613.281250	-75.972153
614.257812	-76.062408
615.234375	-75.864365
616.210938	-75.539352
617.187500	-75.750916
618.164062	-76.255737
619.140625	-76.930519
620.117188	-76.110039
621.093750	-75.759056
622.070312	-75.958244
623.046875	-76.566841
624.023438	-76.377838
625.000000	-76.020729
625.976562	-75.744804
626.953125	-75.510338
627.929688	-75.998871
628.906250	-76.390419
629.882812	-76.964180
630.859375	-77.407784
631.835938	-77.372177
632.812500	-75.799759
633.789062	-76.013199
634.765625	-78.169975
635.742188	-76.682571
636.718750	-76.420410
637.695312	-76.239738
638.671875	-76.081703
639.648438	-76.356056
640.625000	-77.016319
641.601562	-77.235352
642.578125	-76.773346
643.554688	-76.530685
644.531250	-75.975319
645.507812	-75.624580
646.484375	-77.136566
647.460938	-76.980095
648.437500	-77.147720
649.414062	-76.926399
650.390625	-76.535645
651.367188	-76.723969
652.343750	-76.256241
653.320312	-76.308441
654.296875	-76.910454
655.273438	-76.768440
656.250000	-76.923302
657.226562	-77.380676
658.203125	-77.113617
659.179688	-77.002678
660.156250	-76.743141
661.132812	-77.788483
662.109375	-77.152596
663.085938	-76.500832
664.062500	-76.760414
665.039062	-76.344704
666.015625	-76.703903
666.992188	-77.181252
667.968750	-77.468704
668.945312	-77.270615
669.921875	-77.269913
670.898438	-77.577774
671.875000	-76.663445
672.851562	-76.305878
673.828125	-77.159721
674.804688	-77.379265
675.781250	-77.915039
676.757812	-77.785355
677.734375	-77.684204
678.710938	-77.244484
679.687500	-77.504555
680.664062	-76.107117
681.640625	-75.248482
682.617188	-75.813072
683.593750	-75.703964
684.570312	-75.738480
685.546875	-75.821190
686.523438	-75.727867
687.500000	-76.964745
688.476562	-76.488686
689.453125	-76.324173
690.429688	-77.953346
691.406250	-77.107117
692.382812	-76.652458
693.359375	-76.438126
694.335938	-76.565758
695.312500	-77.236832
696.289062	-77.347031
697.265625	-76.070549
698.242188	-75.964378
699.218750	-77.288414
700.195312	-76.410713
701.171875	-75.867477
702.148438	-75.950150
703.125000	-75.590942
704.101562	-74.991592
705.078125	-75.522537
706.054688	-75.061066
707.031250	-75.800674
708.007812	-76.378685
708.984375	-75.982750
709.960938	-75.718803
710.937500	-74.689079
711.914062	-75.349815
712.890625	-75.170288
713.867188	-74.586823
714.843750	-74.874458
715.820312	-74.460083
716.796875	-74.851547
717.773438	-75.299522
718.750000	-74.980621
719.726562	-75.045578
720.703125	-74.806633
721.679688	-74.100731
722.656250	-74.608894
723.632812	-74.765686
724.609375	-74.290672
725.585938	-73.481346
726.562500	-73.379021
727.539062	-74.604645
728.515625	-74.104836
729.492188	-74.233124
730.468750	-73.527824
731.445312	-73.438538
732.421875	-74.459839
733.398438	-74.502792
734.375000	-73.128334
735.351562	-73.249031
736.328125	-73.603699
737.304688	-73.617020
738.281250	-72.546059
739.257812	-71.981651
740.234375	-72.470139
741.210938	-72.992302
742.187500	-71.424339
743.164062	-71.353951
744.140625	-72.482300
745.117188	-72.158348
746.093750	-72.177681
747.070312	-71.890068
748.046875	-71.577904
749.023438	-71.709122
750.000000	-72.167076
750.976562	-71.302322
751.953125	-71.141579
752.929688	-71.974213
753.906250	-71.272835
754.882812	-70.739006
755.859375	-71.226433
756.835938	-70.957649
757.812500	-70.980713
758.789062	-70.297035
759.765625	-69.847816
760.742188	-70.061226
761.718750	-70.266434
762.695312	-69.757553
763.671875	-69.213821
764.648438	-68.619041
765.625000	-68.769234
766.601562	-69.033066
767.578125	-68.337456
768.554688	-67.719940
769.531250	-68.431267
770.507812	-67.866684
771.484375	-68.091026
772.460938	-68.368553
773.437500	-67.753014
774.414062	-67.161667
775.390625	-66.378616
776.367188	-66.279190
777.343750	-66.628181
778.320312	-66.502357
779.296875	-66.337273
780.273438	-66.574463
781.250000	-66.722923
782.226562	-66.234367
783.203125	-65.171928
784.179688	-64.250183
785.156250	-63.620296
786.132812	-63.530800
787.109375	-63.245972
788.085938	-62.895527
789.062500	-64.055267
790.039062	-63.457363
791.015625	-63.299984
791.992188	-62.398064
792.968750	-62.040115
793.945312	-62.111320
794.921875	-62.086464
795.898438	-62.069191
796.875000	-61.420048
797.851562	-60.565479
798.828125	-60.296013
799.804688	-60.939465
800.781250	-61.949287
801.757812	-61.660450
802.734375	-61.704556
803.710938	-62.253216
804.687500	-62.287331
805.664062	-62.171413
806.640625	-62.871876
807.617188	-62.775356
808.593750	-62.742741
809.570312	-62.152168
810.546875	-62.741390
811.523438	-64.619408
812.500000	-63.738411
813.476562	-63.111038
814.453125	-63.966084
815.429688	-64.121315
816.406250	-63.959030
817.382812	-64.682144
818.359375	-64.680069
819.335938	-64.949265
820.312500	-64.990364
821.289062	-66.043198
822.265625	-66.718956
823.242188	-66.226746
824.218750	-66.616959
825.195312	-66.253578
826.171875	-66.222137
827.148438	-66.391479
828.125000	-67.873947
829.101562	-67.830544
830.078125	-67.252701
831.054688	-67.614395
832.031250	-67.854660
833.007812	-68.238129
833.984375	-68.579948
834.960938	-69.319397
835.937500	-69.589745
836.914062	-68.977188
837.890625	-69.504753
838.867188	-69.500473
839.843750	-70.160103
840.820312	-70.299377
841.796875	-70.310715
842.773438	-70.796654
843.750000	-69.694183
844.726562	-69.520111
845.703125	-71.405045
846.679688	-71.444862
847.656250	-69.846367
848.632812	-70.442436
849.609375	-70.623222
850.585938	-71.221642
851.562500	-71.710350
852.539062	-71.441704
853.515625	-71.273918
854.492188	-71.699753
855.468750	-71.229576
856.445312	-71.292976
857.421875	-71.297890
858.398438	-71.950989
859.375000	-72.257195
860.351562	-72.222054
861.328125	-72.490425
862.304688	-72.197678
863.281250	-72.994331
864.257812	-72.311340
865.234375	-72.719986
866.210938	-72.442192
867.187500	-72.898842
868.164062	-72.495514
869.140625	-72.381981
870.117188	-72.367348
871.093750	-72.608765
872.070312	-72.891266
873.046875	-72.822609
874.023438	-72.991882
875.000000	-73.528915
875.976562	-73.600731
876.953125	-73.223328
877.929688	-74.471107
878.906250	-74.602982
879.882812	-73.852058
880.859375	-72.808052
881.835938	-72.804855
882.812500	-73.263344
883.789062	-73.956863
884.765625	-75.295731
885.742188	-73.931915
886.718750	-73.184540
887.695312	-73.879608
888.671875	-73.541054
889.648438	-73.092041
890.625000	-74.356140
891.601562	-75.065674
892.578125	-75.213776
893.554688	-75.361809
894.531250	-74.925751
895.507812	-75.075470
896.484375	-75.439827
897.460938	-75.008850
898.437500	-74.906837
899.414062	-75.946190
900.390625	-74.485237
901.367188	-73.887856
902.343750	-74.263733
903.320312	-74.602119
904.296875	-75.572037
905.273438	-75.027740
906.250000	-73.879326
907.226562	-74.373207
908.203125	-75.066795
909.179688	-75.088882
910.156250	-75.441025
911.132812	-74.724083
912.109375	-73.970123
913.085938	-74.823532
914.062500	-74.995804
915.039062	-74.950523
916.015625	-75.301613
916.992188	-74.410995
917.968750	-74.269165
918.945312	-75.069328
919.921875	-75.014381
920.898438	-74.785187
921.875000	-75.184227
922.851562	-74.923386
923.828125	-74.616219
924.804688	-74.891052
925.781250	-74.821945
926.757812	-75.246346
927.734375	-76.074265
928.710938	-75.504807
929.687500	-74.726891
930.664062	-74.662117
931.640625	-74.584564
932.617188	-74.089142
933.593750	-74.795792
934.570312	-75.285728
935.546875	-74.077347
936.523438	-74.447105
937.500000	-74.545135
938.476562	-74.604149
939.453125	-75.016838
940.429688	-74.242874
941.406250	-74.134186
942.382812	-74.264229
943.359375	-75.456352
944.335938	-75.477730
945.312500	-74.641563
946.289062	-75.094437
947.265625	-74.748009
948.242188	-74.345787
949.218750	-73.940643
950.195312	-74.336929
951.171875	-75.475746
952.148438	-74.593758
953.125000	-73.894089
954.101562	-74.792030
955.078125	-74.578293
956.054688	-74.772797
957.031250	-74.676445
958.007812	-74.471207
958.984375	-74.134094
959.960938	-75.071175
960.937500	-75.451057
961.914062	-74.806618
962.890625	-74.352249
963.867188	-73.559517
964.843750	-73.758652
965.820312	-74.613350
966.796875	-74.953209
967.773438	-75.115807
968.750000	-75.084366
969.726562	-74.689316
970.703125	-73.579536
971.679688	-73.235367
972.656250	-73.451874
973.632812	-73.403893
974.609375	-73.412827
975.585938	-73.622589
976.562500	-73.527077
977.539062	-73.475723
978.515625	-72.969940
979.492188	-72.646408
980.468750	-73.163551
981.445312	-72.884583
982.421875	-73.640984
983.398438	-73.449135
984.375000	-73.240997
985.351562	-72.806419
986.328125	-72.316521
987.304688	-72.063171
988.281250	-73.201897
989.257812	-73.714203
990.234375	-73.686150
991.210938	-72.999977
992.187500	-71.982819
993.164062	-72.502434
994.140625	-72.462952
995.117188	-72.962868
996.093750	-72.782753
997.070312	-72.249039
998.046875	-72.322502
999.023438	-71.823135
1000.000000	-71.767883
1000.976562	-70.594559
1001.953125	-70.304230
1002.929688	-70.046356
1003.906250	-71.292961
1004.882812	-70.837845
1005.859375	-69.905533
1006.835938	-70.315872
1007.812500	-70.949051
1008.789062	-70.945892
1009.765625	-70.467255
1010.742188	-70.438599
1011.718750	-70.730003
1012.695312	-71.066467
1013.671875	-70.514595
1014.648438	-69.713470
1015.625000	-68.915916
1016.601562	-68.391220
1017.578125	-69.320580
1018.554688	-68.648849
1019.531250	-68.209663
1020.507812	-68.331635
1021.484375	-68.803482
1022.460938	-69.017685
1023.437500	-68.781708
1024.414062	-68.154327
1025.390625	-67.563950
1026.367188	-67.643280
1027.343750	-67.381454
1028.320312	-68.422379
1029.296875	-67.727356
1030.273438	-67.480202
1031.250000	-67.805946
1032.226562	-68.009590
1033.203125	-67.096741
1034.179688	-66.657951
1035.156250	-66.584267
1036.132812	-65.413681
1037.109375	-65.881050
1038.085938	-66.595146
1039.062500	-65.248489
1040.039062	-65.868416
1041.015625	-64.980324
1041.992188	-64.796021
1042.968750	-64.706871
1043.945312	-63.304291
1044.921875	-62.385986
1045.898438	-62.323383
1046.875000	-62.408417
1047.851562	-62.037186
1048.828125	-62.790962
1049.804688	-62.050217
1050.781250	-61.659592
1051.757812	-62.109810
1052.734375	-62.658958
1053.710938	-61.750748
1054.687500	-61.123135
1055.664062	-60.756809
1056.640625	-60.740459
1057.617188	-60.956806
1058.593750	-61.105057
1059.570312	-60.370014
1060.546875	-59.445908
1061.523438	-59.733040
1062.500000	-61.116711
1063.476562	-61.362198
1064.453125	-61.133595
1065.429688	-60.278950
1066.406250	-60.726105
1067.382812	-60.603352
1068.359375	-60.434269
1069.335938	-59.539314
1070.312500	-60.460056
1071.289062	-61.511784
1072.265625	-60.498154
1073.242188	-60.253914
1074.218750	-60.613110
1075.195312	-61.423351
1076.171875	-62.406246
1077.148438	-62.777687
1078.125000	-63.474281
1079.101562	-62.920856
1080.078125	-63.245090
1081.054688	-63.441364
1082.031250	-63.956593
1083.007812	-64.249771
1083.984375	-64.063995
1084.960938	-64.064194
1085.937500	-64.233498
1086.914062	-64.769890
1087.890625	-64.381844
1088.867188	-65.437241
1089.843750	-66.707832
1090.820312	-66.284676
1091.796875	-66.041267
1092.773438	-65.951935
1093.750000	-66.518639
1094.726562	-66.353416
1095.703125	-65.437416
1096.679688	-65.897102
1097.656250	-67.470978
1098.632812	-67.014786
1099.609375	-66.202209
1100.585938	-66.762489
1101.562500	-66.679062
1102.539062	-66.765480
1103.515625	-67.236916
1104.492188	-67.939629
1105.468750	-68.512466
1106.445312	-67.713097
1107.421875	-68.056244
1108.398438	-68.077118
1109.375000	-68.939056
1110.351562	-69.119255
1111.328125	-68.777626
1112.304688	-69.238716
1113.281250	-69.908775
1114.257812	-69.392654
1115.234375	-68.550339
1116.210938	-69.614441
1117.187500	-69.545280
1118.164062	-69.819641
1119.140625	-69.408340
1120.117188	-68.808144
1121.093750	-69.354378
1122.070312	-69.494850
1123.046875	-68.736717
1124.023438	-69.402672
1125.000000	-69.507713
1125.976562	-69.706268
1126.953125	-71.033417
1127.929688	-70.660210
1128.906250	-70.486465
1129.882812	-70.899933
1130.859375	-69.879158
1131.835938	-69.950508
1132.812500	-70.412468
1133.789062	-70.608109
1134.765625	-71.754852
1135.742188	-72.224777
1136.718750	-70.813263
1137.695312	-70.950584
1138.671875	-70.943565
1139.648438	-71.366005
1140.625000	-71.814781
1141.601562	-71.816322
1142.578125	-72.022446
1143.554688	-71.249451
1144.531250	-72.457031
1145.507812	-72.569496
1146.484375	-72.992645
1147.460938	-72.588684
1148.437500	-71.694298
1149.414062	-72.190392
1150.390625	-72.522095
1151.367188	-72.335274
1152.343750	-72.026955
1153.320312	-71.371521
1154.296875	-72.872963
1155.273438	-72.974396
1156.250000	-72.670280
1157.226562	-73.554901
1158.203125	-74.034744
1159.179688	-72.707588
1160.156250	-72.731964
1161.132812	-74.161720
1162.109375	-73.910423
1163.085938	-73.540077
1164.062500	-73.655846
1165.039062	-73.821808
1166.015625	-74.140335
1166.992188	-73.540871
1167.968750	-73.659256
1168.945312	-72.434914
1169.921875	-73.134720
1170.898438	-74.008255
1171.875000	-73.407234
1172.851562	-73.833534
1173.828125	-74.045502
1174.804688	-73.618469
1175.781250	-73.706612
1176.757812	-73.763657
1177.734375	-74.315872
1178.710938	-74.807503
1179.687500	-74.527786
1180.664062	-74.278496
1181.640625	-73.445549
1182.617188	-73.506882
1183.593750	-73.651527
1184.570312	-74.452324
1185.546875	-73.992058
1186.523438	-73.553703
1187.500000	-74.512894
1188.476562	-74.330475
1189.453125	-74.020615
1190.429688	-73.409912
1191.406250	-73.253006
1192.382812	-73.454185
1193.359375	-73.950081
1194.335938	-73.277451
1195.312500	-73.535141
1196.289062	-74.279266
1197.265625	-74.819351
1198.242188	-74.499229
1199.218750	-74.459068
1200.195312	-74.246284
1201.171875	-73.800858
1202.148438	-73.475227
1203.125000	-72.862602
1204.101562	-74.133736
1205.078125	-73.794052
1206.054688	-74.388077
1207.031250	-74.710922
1208.007812	-73.808395
1208.984375	-73.530640
1209.960938	-73.499077
1210.937500	-74.222557
1211.914062	-74.485352
1212.890625	-73.477417
1213.867188	-73.873199
1214.843750	-74.455360
1215.820312	-74.730644
1216.796875	-73.541420
1217.773438	-72.861084
